STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: YES,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"41348 - LOST CREEK","6","94","494",19,"74"
"41352 - MIZE","1","13","204",6,"25"
"41360 - PINE RIDGE","2","35","242",15,"56"
"41364 - RICETOWN","0","0","29",0,"0"
"41365 - ROGERS","5","76","338",23,"87"
"41366 - ROUSSEAU","1","9","39",23,"90"
"41367 - ROWDY","2","34","64",53,"207"
"41385 - VANCLEVE","4","70","240",29,"113"
"41386 - VINCENT","1","19","61",31,"121"
"41390 - WHICK","1","8","82",10,"38"
"41397 - ZOE","4","66","159",42,"162"
"41408 - CANNEL CITY","5","64","200",32,"125"
"41421 - ELKFORK","3","46","84",55,"213"
"41425 - EZEL","8","87","356",24,"95"
"41464 - ROYALTON","3","46","290",16,"62"
"41632 - GUNLOCK","7","85","290",29,"114"
"41701 - HAZARD","84","1,228","5,514",22,"87"
"41712 - ARY","3","51","172",30,"115"
"41719 - BONNYMAN","8","138","572",24,"94"
"41721 - BUCKHORN","7","92","332",28,"108"
"41722 - BULAN","7","117","765",15,"60"
"41723 - BUSY","8","116","547",21,"83"
"41725 - CARRIE","0","0","206",0,"0"
"41727 - CHAVIES","5","68","368",19,"72"
"41731 - CORNETTSVILLE","8","102","440",23,"90"
"41735 - DELPHIA","3","44","170",26,"101"
"41740 - EMMALENA","4","72","361",20,"78"
"41745 - GAYS CREEK","2","32","97",33,"128"
"41746 - HAPPY","3","38","232",16,"64"
"41751 - JEFF","1","13","150",9,"34"
"41754 - KRYPTON","5","64","314",20,"79"
"41759 - SASSAFRAS","2","30","140",21,"83"
"41760 - SCUDDY","0","0","10",0,"0"
"41763 - SLEMP","3","41","191",22,"84"
"41772 - VEST","1","11","80",14,"54"
"41773 - VICCO","13","188","680",28,"108"
"41774 - VIPER","15","199","1,018",20,"76"
"41817 - GARNER","3","42","253",17,"65"
"41822 - HINDMAN","6","83","685",12,"47"
"41828 - KITE","2","33","215",15,"60"
"41831 - LEBURN","6","98","470",21,"81"
"41834 - LITTCARR","2","30","184",16,"63"
"41836 - MALLIE","7","102","361",28,"110"
"41839 - MOUSIE","7","105","370",28,"110"
"41843 - PINE TOP","6","90","369",24,"95"
"41844 - PIPPA PASSES","9","133","626",21,"83"
"41847 - REDFOX","3","48","166",29,"113"
"41859 - DEMA","2","34","90",38,"147"
"41861 - RAVEN","2","35","96",37,"142"
"41862 - TOPMOST","5","72","439",16,"64"
"42501 - SOMERSET","95","1,786","7,617",23,"91"
"42503 - SOMERSET","116","2,204","9,111",24,"94"
"42516 - BETHELRIDGE","2","38","165",23,"90"
"42518 - BRONSTON","18","354","1,371",26,"100"
"42519 - BURNSIDE","17","301","1,539",20,"76"
"42528 - DUNNVILLE","8","133","697",19,"74"
"42533 - FERGUSON","6","103","342",30,"117"
"42539 - LIBERTY","63","1,027","4,178",25,"96"
"42541 - MIDDLEBURG","2","22","195",11,"44"
"42544 - NANCY","33","533","2,548",21,"81"
"42553 - SCIENCE HILL","21","395","2,340",17,"66"
"42565 - WINDSOR","2","24","163",15,"57"
"42566 - YOSEMITE","3","47","246",19,"74"
"42567 - EUBANK","29","579","2,389",24,"94"
"42602 - ALBANY","27","992","4,215",24,"92"
"42603 - ALPHA","3","47","215",22,"85"
"42629 - JAMESTOWN","24","454","2,323",20,"76"
"42633 - MONTICELLO","114","1,936","8,045",24,"94"
"42642 - RUSSELL SPRINGS","75","1,319","5,248",25,"98"
"42733 - ELK HORN","8","138","581",24,"92"
"43516 - DESHLER","19","250","1,114",22,"87"
"43548 - NEW BAVARIA","7","95","316",30,"117"
"45801 - LIMA","756","2,424","10,477",23,"90"
"45804 - LIMA","541","1,465","5,807",25,"98"
"45805 - LIMA","649","1,794","8,457",21,"83"
"45806 - LIMA","307","796","3,974",20,"78"
"45807 - LIMA","326","940","4,891",19,"75"
"45808 - BEAVERDAM","9","29","166",18,"68"
"45809 - GOMER","4","9","59",15,"59"
"45817 - BLUFFTON","154","504","2,518",20,"78"
"45819 - BUCKLAND","11","29","103",28,"110"
"45830 - COLUMBUS GROVE","201","564","2,455",23,"89"
"45856 - LEIPSIC","152","442","1,881",24,"91"
"45858 - MC COMB","15","187","1,058",18,"69"
"45868 - MOUNT CORY","6","74","249",30,"116"
"45875 - OTTAWA","305","960","4,337",22,"86"
"45877 - PANDORA","57","144","702",21,"80"
"66901 - CONCORDIA","85","474","2,408",20,"77"
"66930 - AGENDA","1","7","45",16,"61"
"66935 - BELLEVILLE","23","204","1,082",19,"73"
"66939 - COURTLAND","6","48","216",22,"86"
"66940 - CUBA","1","7","182",4,"15"
"66959 - MUNDEN","3","24","105",23,"89"
"66960 - NARKA","2","15","79",19,"74"
"66961 - NORWAY","1","7","29",24,"94"
"66964 - REPUBLIC","6","59","146",40,"157"
"66966 - SCANDIA","4","37","256",15,"56"
"68001 - ABIE","0","0","19",0,"0"
"68014 - BRUNO","2","25","146",17,"67"
"68017 - CERESCO","7","127","622",20,"79"
"68036 - LINWOOD","1","11","173",6,"25"
"68065 - VALPARAISO","4","86","653",13,"51"
"68301 - ADAMS","17","187","596",31,"122"
"68303 - ALEXANDRIA","4","30","133",23,"88"
"68309 - BARNESTON","0","0","30",0,"0"
"68310 - BEATRICE","116","1,089","6,218",18,"68"
"68313 - BEAVER CROSSING","9","94","411",23,"89"
"68314 - BEE","5","54","158",34,"133"
"68315 - BELVIDERE","1","9","29",31,"121"
"68316 - BENEDICT","4","46","209",22,"86"
"68317 - BENNET","11","105","592",18,"69"
"68318 - BLUE SPRINGS","5","55","231",24,"93"
"68319 - BRADSHAW","5","46","283",16,"63"
"68322 - BRUNING","3","28","134",21,"81"
"68323 - BURCHARD","2","18","119",15,"59"
"68325 - BYRON","3","33","128",26,"100"
"68326 - CARLETON","2","20","148",14,"53"
"68327 - CHESTER","3","31","160",19,"75"
"68328 - CLATONIA","2","16","132",12,"47"
"68331 - CORTLAND","4","45","330",14,"53"
"68332 - CRAB ORCHARD","1","20","40",50,"195"
"68333 - CRETE","53","588","3,072",19,"74"
"68335 - DAVENPORT","4","32","234",14,"53"
"68336 - DAVEY","3","36","288",13,"49"
"68338 - DAYKIN","4","33","100",33,"128"
"68339 - DENTON","10","134","587",23,"89"
"68340 - DESHLER","6","50","312",16,"62"
"68341 - DE WITT","6","65","439",15,"58"
"68342 - DILLER","2","18","226",8,"31"
"68343 - DORCHESTER","7","61","317",19,"75"
"68345 - DU BOIS","0","0","75",0,"0"
"68347 - EAGLE","12","223","926",24,"94"
"68348 - ELK CREEK","5","63","278",23,"88"
"68350 - ENDICOTT","1","9","88",10,"40"
"68351 - EXETER","1","13","251",5,"20"
"68352 - FAIRBURY","41","447","2,221",20,"78"
"68354 - FAIRMONT","9","97","407",24,"93"
"68357 - FILLEY","6","44","149",30,"115"
"68358 - FIRTH","10","129","700",18,"72"
"68359 - FRIEND","7","63","511",12,"48"
"68360 - GARLAND","4","35","247",14,"55"
"68361 - GENEVA","19","199","982",20,"79"
"68365 - GRAFTON","0","0","78",0,"0"
"68367 - GRESHAM","3","34","254",13,"52"
"68368 - HALLAM","7","47","236",20,"77"
"68370 - HEBRON","21","238","946",25,"98"
"68371 - HENDERSON","10","104","585",18,"69"
"68372 - HICKMAN","21","250","1,058",24,"92"
"68375 - HUBBELL","1","7","43",16,"63"
"68377 - JANSEN","1","14","156",9,"35"
"68380 - LEWISTON","0","0","45",0,"0"
"68381 - LIBERTY","3","35","83",42,"164"
"68401 - MC COOL JUNCTION","7","76","417",18,"71"
"68402 - MALCOLM","10","125","493",25,"99"
"68404 - MARTELL","7","75","294",26,"99"
"68405 - MILFORD","20","196","1,283",15,"59"
"68406 - MILLIGAN","5","49","190",26,"100"
"68415 - ODELL","7","61","286",21,"83"
"68416 - OHIOWA","4","39","140",28,"108"
"68420 - PAWNEE CITY","16","164","585",28,"109"
"68422 - PICKRELL","3","31","275",11,"44"
"68423 - PLEASANT DALE","9","87","357",24,"95"
"68424 - PLYMOUTH","5","56","252",22,"86"
"68428 - RAYMOND","12","140","565",25,"96"
"68429 - REYNOLDS","1","9","55",16,"64"
"68430 - ROCA","9","110","704",16,"61"
"68434 - SEWARD","63","735","3,546",21,"81"
"68436 - SHICKLEY","5","55","227",24,"94"
"68439 - STAPLEHURST","0","0","163",0,"0"
"68440 - STEELE CITY","0","0","18",0,"0"
"68441 - STEINAUER","2","21","112",19,"73"
"68444 - STRANG","2","16","62",26,"100"
"68445 - SWANTON","1","7","99",7,"28"
"68447 - TABLE ROCK","3","29","173",17,"65"
"68452 - ONG","2","19","31",61,"238"
"68453 - TOBIAS","7","54","118",46,"178"
"68456 - UTICA","8","86","531",16,"63"
"68458 - VIRGINIA","0","0","39",0,"0"
"68460 - WACO","7","76","227",34,"130"
"68461 - WALTON","9","112","262",43,"166"
"68462 - WAVERLY","21","256","1,496",17,"67"
"68464 - WESTERN","4","32","191",17,"65"
"68465 - WILBER","25","274","944",29,"113"
"68466 - WYMORE","17","178","845",21,"82"
"68467 - YORK","71","735","3,854",19,"74"
"68502 - LINCOLN","266","3,032","12,030",25,"98"
"68503 - LINCOLN","174","2,243","7,617",29,"115"
"68504 - LINCOLN","168","2,258","8,227",27,"107"
"68505 - LINCOLN","120","1,634","7,104",23,"90"
"68506 - LINCOLN","239","2,895","13,124",22,"86"
"68507 - LINCOLN","115","1,402","6,449",22,"85"
"68508 - LINCOLN","114","1,574","6,670",24,"92"
"68510 - LINCOLN","203","2,367","9,863",24,"93"
"68512 - LINCOLN","75","966","4,842",20,"78"
"68514 - LINCOLN","3","31","126",25,"96"
"68516 - LINCOLN","289","3,639","16,440",22,"86"
"68517 - LINCOLN","4","42","224",19,"73"
"68520 - LINCOLN","10","119","689",17,"67"
"68521 - LINCOLN","270","3,580","13,948",26,"100"
"68522 - LINCOLN","108","1,643","5,597",29,"114"
"68523 - LINCOLN","5","69","553",13,"49"
"68524 - LINCOLN","46","605","2,453",25,"96"
"68526 - LINCOLN","21","274","1,665",17,"64"
"68527 - LINCOLN","8","112","540",21,"81"
"68528 - LINCOLN","43","617","2,854",22,"84"
"68531 - LINCOLN","1","11","11",100,"389"
"68532 - LINCOLN","4","48","232",21,"81"
"68601 - COLUMBUS","134","2,178","11,789",19,"72"
"68620 - ALBION","33","308","1,268",24,"95"
"68622 - BARTLETT","3","30","162",19,"72"
"68623 - BELGRADE","6","44","193",23,"89"
"68624 - BELLWOOD","12","128","461",28,"108"
"68626 - BRAINARD","5","60","297",20,"79"
"68627 - CEDAR RAPIDS","9","74","263",28,"109"
"68628 - CLARKS","8","79","357",22,"86"
"68632 - DAVID CITY","32","340","1,488",23,"89"
"68635 - DWIGHT","3","30","147",20,"79"
"68636 - ELGIN","9","95","483",20,"77"
"68637 - ERICSON","1","7","128",6,"21"
"68638 - FULLERTON","14","113","646",18,"68"
"68640 - GENOA","15","150","707",21,"83"
"68651 - OSCEOLA","12","108","560",19,"75"
"68652 - PETERSBURG","4","32","255",13,"49"
"68654 - POLK","6","40","234",17,"67"
"68655 - PRIMROSE","2","12","69",17,"68"
"68658 - RISING CITY","3","34","302",11,"44"
"68660 - SAINT EDWARD","10","92","480",19,"75"
"68662 - SHELBY","15","155","504",31,"120"
"68663 - SILVER CREEK","2","20","277",7,"28"
"68665 - SPALDING","6","58","335",17,"67"
"68666 - STROMSBURG","5","48","591",8,"32"
"68667 - SURPRISE","0","0","29",0,"0"
"68669 - ULYSSES","8","70","217",32,"126"
"68711 - AMELIA","1","6","54",11,"43"
"68713 - ATKINSON","16","159","851",19,"73"
"68714 - BASSETT","13","119","536",22,"86"
"68719 - BRISTOW","1","14","32",44,"170"
"68720 - BRUNSWICK","5","38","151",25,"98"
"68722 - BUTTE","6","59","260",23,"88"
"68725 - CHAMBERS","6","45","271",17,"65"
"68726 - CLEARWATER","7","51","303",17,"65"
"68729 - CREIGHTON","16","117","814",14,"56"
"68734 - EMMET","4","45","83",54,"211"
"68735 - EWING","5","48","335",14,"56"
"68742 - INMAN","1","13","110",12,"46"
"68746 - LYNCH","2","28","212",13,"51"
"68753 - MILLS","0","0","32",0,"0"
"68755 - NAPER","1","10","77",13,"51"
"68756 - NELIGH","17","153","893",17,"67"
"68758 - NEWMAN GROVE","15","90","435",21,"81"
"68759 - NEWPORT","2","18","121",15,"58"
"68761 - OAKDALE","6","64","193",33,"129"
"68763 - ONEILL","48","417","2,021",21,"80"
"68764 - ORCHARD","8","64","377",17,"66"
"68766 - PAGE","5","44","184",24,"93"
"68769 - PLAINVIEW","19","128","773",17,"64"
"68773 - ROYAL","0","0","46",0,"0"
"68777 - SPENCER","8","73","349",21,"81"
"68778 - SPRINGVIEW","6","44","309",14,"55"
"68780 - STUART","5","52","468",11,"43"
"68781 - TILDEN","19","105","602",17,"68"
"68801 - GRAND ISLAND","251","2,769","11,959",23,"90"
"68803 - GRAND ISLAND","179","1,963","9,403",21,"81"
"68810 - ALDA","11","125","436",29,"112"
"68812 - AMHERST","13","104","329",32,"123"
"68813 - ANSELMO","5","39","316",12,"48"
"68814 - ANSLEY","15","125","409",31,"119"
"68815 - ARCADIA","5","40","249",16,"63"
"68816 - ARCHER","4","39","104",38,"146"
"68817 - ASHTON","4","41","186",22,"86"
"68818 - AURORA","46","476","2,174",22,"85"
"68820 - BOELUS","3","32","185",17,"67"
"68821 - BREWSTER","2","18","50",36,"140"
"68822 - BROKEN BOW","46","493","2,039",24,"94"
"68823 - BURWELL","22","230","1,134",20,"79"
"68824 - CAIRO","10","101","558",18,"70"
"68825 - CALLAWAY","7","74","374",20,"77"
"68826 - CENTRAL CITY","31","280","1,561",18,"70"
"68827 - CHAPMAN","8","69","379",18,"71"
"68828 - COMSTOCK","2","12","86",14,"54"
"68831 - DANNEBROG","4","49","369",13,"52"
"68832 - DONIPHAN","16","173","808",21,"83"
"68833 - DUNNING","3","25","128",20,"76"
"68834 - EDDYVILLE","1","12","79",15,"59"
"68835 - ELBA","5","45","218",21,"80"
"68836 - ELM CREEK","23","222","661",34,"131"
"68837 - ELYRIA","2","21","57",37,"143"
"68838 - FARWELL","2","21","134",16,"61"
"68840 - GIBBON","27","256","1,092",23,"91"
"68841 - GILTNER","4","33","284",12,"45"
"68842 - GREELEY","2","20","280",7,"28"
"68843 - HAMPTON","7","67","351",19,"74"
"68844 - HAZARD","1","8","87",9,"36"
"68845 - KEARNEY","138","1,762","8,593",21,"80"
"68846 - HORDVILLE","3","31","120",26,"101"
"68847 - KEARNEY","151","1,622","7,216",23,"87"
"68850 - LEXINGTON","109","1,143","4,410",26,"101"
"68852 - LITCHFIELD","9","87","262",33,"129"
"68853 - LOUP CITY","15","147","656",22,"87"
"68854 - MARQUETTE","4","35","317",11,"43"
"68855 - MASON CITY","4","37","195",19,"74"
"68856 - MERNA","3","28","284",10,"38"
"68858 - MILLER","5","36","129",28,"109"
"68859 - NORTH LOUP","9","84","272",31,"120"
"68860 - OCONTO","5","44","234",19,"73"
"68861 - ODESSA","1","13","86",15,"59"
"68862 - ORD","24","223","1,265",18,"69"
"68863 - OVERTON","9","91","491",19,"72"
"68864 - PALMER","6","55","347",16,"62"
"68865 - PHILLIPS","7","64","341",19,"73"
"68866 - PLEASANTON","13","115","305",38,"147"
"68869 - RAVENNA","26","241","977",25,"96"
"68870 - RIVERDALE","4","38","220",17,"67"
"68871 - ROCKVILLE","0","0","41",0,"0"
"68872 - SAINT LIBORY","10","91","338",27,"105"
"68873 - SAINT PAUL","22","239","1,428",17,"65"
"68874 - SARGENT","10","74","335",22,"86"
"68875 - SCOTIA","7","68","221",31,"120"
"68876 - SHELTON","11","111","608",18,"71"
"68878 - SUMNER","1","9","141",6,"25"
"68879 - TAYLOR","1","9","135",7,"26"
"68881 - WESTERVILLE","1","7","37",19,"74"
"68882 - WOLBACH","4","43","263",16,"64"
"68883 - WOOD RIVER","20","229","932",25,"96"
"68901 - HASTINGS","243","2,384","10,679",22,"87"
"68920 - ALMA","11","114","646",18,"69"
"68922 - ARAPAHOE","12","108","529",20,"79"
"68923 - ATLANTA","3","30","59",51,"198"
"68924 - AXTELL","13","133","540",25,"96"
"68925 - AYR","0","0","132",0,"0"
"68926 - BEAVER CITY","6","54","430",13,"49"
"68927 - BERTRAND","10","85","441",19,"75"
"68928 - BLADEN","3","25","209",12,"47"
"68929 - BLOOMINGTON","2","17","67",25,"99"
"68930 - BLUE HILL","9","91","620",15,"57"
"68932 - CAMPBELL","6","53","247",22,"83"
"68933 - CLAY CENTER","10","74","346",21,"83"
"68934 - DEWEESE","2","24","57",42,"164"
"68935 - EDGAR","9","78","256",31,"119"
"68936 - EDISON","1","9","71",13,"49"
"68937 - ELWOOD","23","204","927",22,"86"
"68938 - FAIRFIELD","8","93","257",36,"141"
"68939 - FRANKLIN","11","103","560",18,"72"
"68940 - FUNK","1","7","174",4,"16"
"68941 - GLENVIL","4","35","304",12,"45"
"68942 - GUIDE ROCK","4","44","207",21,"83"
"68943 - HARDY","2","14","136",10,"40"
"68944 - HARVARD","12","123","522",24,"92"
"68945 - HEARTWELL","2","23","103",22,"87"
"68946 - HENDLEY","2","16","40",40,"156"
"68947 - HILDRETH","15","125","268",47,"181"
"68948 - HOLBROOK","2","18","118",15,"59"
"68949 - HOLDREGE","60","551","2,620",21,"82"
"68950 - HOLSTEIN","2","17","166",10,"40"
"68952 - INAVALE","1","10","29",35,"134"
"68954 - INLAND","0","0","60",0,"0"
"68955 - JUNIATA","14","158","697",23,"88"
"68956 - KENESAW","5","54","489",11,"43"
"68957 - LAWRENCE","0","0","198",0,"0"
"68958 - LOOMIS","5","49","336",15,"57"
"68959 - MINDEN","32","349","1,529",23,"89"
"68960 - NAPONEE","0","0","74",0,"0"
"68961 - NELSON","8","89","420",21,"82"
"68964 - OAK","0","0","16",0,"0"
"68966 - ORLEANS","5","54","375",14,"56"
"68967 - OXFORD","6","66","500",13,"51"
"68970 - RED CLOUD","8","84","620",14,"53"
"68971 - REPUBLICAN CITY","2","16","123",13,"51"
"68972 - RIVERTON","0","0","81",0,"0"
"68973 - ROSELAND","3","24","135",18,"69"
"68974 - RUSKIN","2","14","82",17,"66"
"68975 - SARONVILLE","1","9","27",33,"130"
"68976 - SMITHFIELD","0","0","38",0,"0"
"68977 - STAMFORD","5","58","193",30,"117"
"68978 - SUPERIOR","17","191","1,096",17,"68"
"68979 - SUTTON","19","206","844",24,"95"
"68980 - TRUMBULL","2","23","165",14,"54"
"68981 - UPLAND","5","39","141",28,"108"
"68982 - WILCOX","9","73","283",26,"100"
"69001 - MC COOK","61","586","3,828",15,"60"
"69020 - BARTLEY","5","48","184",26,"102"
"69022 - CAMBRIDGE","10","90","558",16,"63"
"69023 - CHAMPION","1","9","131",7,"27"
"69024 - CULBERTSON","9","68","374",18,"71"
"69025 - CURTIS","10","92","482",19,"74"
"69026 - DANBURY","2","12","78",15,"60"
"69027 - ENDERS","0","0","61",0,"0"
"69028 - EUSTIS","6","52","293",18,"69"
"69029 - FARNAM","12","67","164",41,"159"
"69032 - HAYES CENTER","7","85","358",24,"92"
"69033 - IMPERIAL","20","186","1,060",18,"68"
"69034 - INDIANOLA","4","40","400",10,"39"
"69036 - LEBANON","2","18","53",34,"132"
"69038 - MAYWOOD","9","56","227",25,"96"
"69039 - MOOREFIELD","4","25","73",34,"133"
"69040 - PALISADE","5","56","287",20,"76"
"69042 - STOCKVILLE","1","7","57",12,"48"
"69043 - STRATTON","4","34","278",12,"48"
"69044 - TRENTON","4","30","330",9,"35"
"69045 - WAUNETA","10","111","519",21,"83"
"69046 - WILSONVILLE","3","30","98",31,"119"
"69120 - ARNOLD","7","61","352",17,"67"
"69130 - COZAD","41","347","1,999",17,"68"
"69134 - ELSIE","6","65","209",31,"121"
"69135 - ELSMERE","1","13","22",59,"230"
"69138 - GOTHENBURG","43","340","1,665",20,"79"
"69140 - GRANT","18","191","671",29,"111"
"69142 - HALSEY","2","7","61",12,"45"
"69150 - MADRID","3","24","129",19,"72"
"69157 - PURDUM","0","0","41",0,"0"
"69168 - VENANGO","6","58","177",33,"128"
"69169 - WALLACE","17","35","226",16,"60"
"69171 - WILLOW ISLAND","0","0","5",0,"0"
"69210 - AINSWORTH","15","180","1,080",17,"65"
"69214 - JOHNSTOWN","1","13","85",15,"60"
"69217 - LONG PINE","1","5","257",2,"8"
"71601 - PINE BLUFF","138","1,998","5,689",35,"137"
"71602 - WHITE HALL","79","1,167","5,929",20,"77"
"71603 - PINE BLUFF","212","3,240","11,269",29,"112"
"71631 - BANKS","4","66","318",21,"81"
"71638 - DERMOTT","28","366","1,285",29,"111"
"71639 - DUMAS","50","719","2,356",31,"119"
"71640 - EUDORA","30","473","1,201",39,"153"
"71642 - FOUNTAIN HILL","10","57","282",20,"79"
"71643 - GOULD","26","500","1,511",33,"129"
"71644 - GRADY","7","71","207",34,"133"
"71646 - HAMBURG","80","551","2,432",23,"88"
"71647 - HERMITAGE","10","176","627",28,"109"
"71651 - JERSEY","2","38","108",35,"137"
"71652 - KINGSLAND","7","112","402",28,"108"
"71653 - LAKE VILLAGE","35","535","1,897",28,"110"
"71654 - MC GEHEE","33","530","1,678",32,"123"
"71655 - MONTICELLO","86","1,602","6,292",26,"99"
"71658 - MONTROSE","8","42","240",18,"68"
"71660 - NEW EDINBURG","3","45","309",15,"57"
"71662 - PICKENS","2","23","34",68,"263"
"71663 - PORTLAND","10","57","197",29,"113"
"71665 - RISON","21","348","2,215",16,"61"
"71667 - STAR CITY","41","522","1,976",26,"103"
"71670 - TILLAR","14","209","622",34,"131"
"71671 - WARREN","57","984","3,541",28,"108"
"71674 - WATSON","6","73","330",22,"86"
"71675 - WILMAR","14","219","668",33,"128"
"71701 - CAMDEN","129","2,155","7,959",27,"105"
"71720 - BEARDEN","19","292","918",32,"124"
"71722 - BLUFF CITY","4","55","97",57,"221"
"71725 - CARTHAGE","1","14","171",8,"32"
"71726 - CHIDESTER","15","285","541",53,"205"
"71742 - FORDYCE","42","666","2,255",30,"115"
"71743 - GURDON","22","354","1,357",26,"102"
"71744 - HAMPTON","12","239","1,524",16,"61"
"71751 - LOUANN","7","109","362",30,"117"
"71762 - SMACKOVER","28","223","1,045",21,"83"
"71763 - SPARKMAN","5","68","654",10,"40"
"71764 - STEPHENS","10","151","669",23,"88"
"71766 - THORNTON","2","26","294",9,"34"
"71770 - WALDO","22","338","1,210",28,"109"
"71827 - BUCKNER","6","65","348",19,"73"
"71835 - EMMET","3","51","417",12,"48"
"71841 - GILLHAM","9","109","264",41,"161"
"71852 - NASHVILLE","66","968","3,919",25,"96"
"71857 - PRESCOTT","36","688","2,221",31,"121"
"71858 - ROSSTON","5","74","536",14,"54"
"71860 - STAMPS","21","238","948",25,"98"
"71901 - HOT SPRINGS NATIONAL PARK","131","2,723","12,987",21,"82"
"71909 - HOT SPRINGS VILLAGE","59","1,370","8,163",17,"65"
"71913 - HOT SPRINGS NATIONAL PARK","182","3,813","19,441",20,"76"
"71921 - AMITY","18","345","1,357",25,"99"
"71923 - ARKADELPHIA","98","1,720","6,142",28,"109"
"71929 - BISMARCK","22","471","1,817",26,"101"
"71933 - BONNERDALE","8","159","601",27,"103"
"71935 - CADDO GAP","7","148","330",45,"175"
"71937 - COVE","10","177","626",28,"110"
"71940 - DELIGHT","13","206","720",29,"111"
"71941 - DONALDSON","10","169","721",23,"91"
"71943 - GLENWOOD","18","348","1,633",21,"83"
"71944 - GRANNIS","9","142","370",38,"149"
"71945 - HATFIELD","5","108","752",14,"56"
"71949 - JESSIEVILLE","9","187","867",22,"84"
"71950 - KIRBY","4","67","456",15,"57"
"71952 - LANGLEY","0","0","28",0,"0"
"71956 - MOUNTAIN PINE","7","151","866",17,"68"
"71957 - MOUNT IDA","17","318","1,281",25,"97"
"71958 - MURFREESBORO","11","230","1,064",22,"84"
"71959 - NEWHOPE","6","100","295",34,"132"
"71960 - NORMAN","7","142","618",23,"89"
"71961 - ODEN","7","151","396",38,"148"
