STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: NO,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"87023 - JARALES","15","344","553",62,"85"
"87024 - JEMEZ PUEBLO","11","258","379",68,"93"
"87025 - JEMEZ SPRINGS","6","150","231",65,"89"
"87026 - LAGUNA","44","997","1,260",79,"108"
"87027 - LA JARA","6","149","268",56,"76"
"87028 - LA JOYA","3","55","55",100,"137"
"87029 - LINDRITH","4","78","110",71,"97"
"87031 - LOS LUNAS","553","11,455","16,109",71,"97"
"87035 - MORIARTY","97","2,089","2,884",72,"99"
"87036 - MOUNTAINAIR","24","501","661",76,"103"
"87038 - NEW LAGUNA","37","631","946",67,"91"
"87041 - PENA BLANCA","21","423","503",84,"115"
"87042 - PERALTA","61","1,020","1,282",80,"109"
"87043 - PLACITAS","76","1,928","2,429",79,"108"
"87044 - PONDEROSA","27","679","992",68,"93"
"87045 - PREWITT","18","266","412",65,"88"
"87046 - REGINA","15","360","592",61,"83"
"87047 - SANDIA PARK","85","1,639","2,035",81,"110"
"87048 - CORRALES","109","2,486","3,507",71,"97"
"87052 - SANTO DOMINGO PUEBLO","35","951","1,409",68,"92"
"87053 - SAN YSIDRO","16","310","466",67,"91"
"87056 - STANLEY","15","333","544",61,"84"
"87059 - TIJERAS","131","2,806","3,543",79,"108"
"87062 - VEGUITA","9","182","332",55,"75"
"87063 - WILLARD","12","159","174",91,"125"
"87064 - YOUNGSVILLE","2","46","46",100,"137"
"87068 - BOSQUE FARMS","76","1,398","1,733",81,"110"
"87083 - COCHITI LAKE","13","247","312",79,"108"
"87102 - ALBUQUERQUE","372","7,936","10,741",74,"101"
"87104 - ALBUQUERQUE","162","3,406","5,196",66,"89"
"87105 - ALBUQUERQUE","740","17,970","24,274",74,"101"
"87106 - ALBUQUERQUE","429","9,961","13,657",73,"100"
"87107 - ALBUQUERQUE","448","9,741","13,574",72,"98"
"87108 - ALBUQUERQUE","591","13,977","18,545",75,"103"
"87109 - ALBUQUERQUE","562","12,412","17,237",72,"98"
"87110 - ALBUQUERQUE","644","12,893","17,538",74,"100"
"87111 - ALBUQUERQUE","898","18,162","23,653",77,"105"
"87112 - ALBUQUERQUE","695","14,518","19,651",74,"101"
"87113 - ALBUQUERQUE","173","4,177","5,474",76,"104"
"87114 - ALBUQUERQUE","770","17,391","22,870",76,"104"
"87116 - ALBUQUERQUE","56","1,239","1,641",76,"103"
"87120 - ALBUQUERQUE","799","17,970","23,832",75,"103"
"87121 - ALBUQUERQUE","783","19,514","27,523",71,"97"
"87122 - ALBUQUERQUE","247","4,801","6,173",78,"106"
"87123 - ALBUQUERQUE","545","12,431","17,473",71,"97"
"87124 - RIO RANCHO","687","16,015","21,343",75,"102"
"87144 - RIO RANCHO","413","10,435","14,061",74,"101"
"87301 - GALLUP","561","9,802","13,582",72,"99"
"87310 - BRIMHALL","15","221","269",82,"112"
"87312 - CONTINENTAL DIVIDE","16","231","325",71,"97"
"87313 - CROWNPOINT","57","875","1,376",64,"87"
"87315 - FENCE LAKE","10","100","114",88,"120"
"87317 - GAMERCO","7","144","326",44,"60"
"87320 - MEXICAN SPRINGS","18","304","424",72,"98"
"87321 - RAMAH","16","241","291",83,"113"
"87323 - THOREAU","37","649","808",80,"110"
"87325 - TOHATCHI","52","793","1,245",64,"87"
"87327 - ZUNI","90","1,805","2,514",72,"98"
"87328 - NAVAJO","18","341","486",70,"96"
"87357 - PINEHILL","12","192","325",59,"81"
"87401 - FARMINGTON","662","11,920","16,781",71,"97"
"87402 - FARMINGTON","161","2,639","3,340",79,"108"
"87410 - AZTEC","267","4,302","5,599",77,"105"
"87412 - BLANCO","12","183","240",76,"104"
"87413 - BLOOMFIELD","261","4,925","6,642",74,"101"
"87415 - FLORA VISTA","24","405","625",65,"88"
"87416 - FRUITLAND","16","223","351",64,"87"
"87417 - KIRTLAND","99","1,601","2,075",77,"105"
"87418 - LA PLATA","18","374","446",84,"114"
"87419 - NAVAJO DAM","3","42","54",78,"106"
"87420 - SHIPROCK","230","3,984","5,870",68,"93"
"87421 - WATERFLOW","26","387","608",64,"87"
"87501 - SANTA FE","254","5,429","7,399",73,"100"
"87505 - SANTA FE","483","10,874","14,630",74,"101"
"87506 - SANTA FE","223","4,733","6,166",77,"105"
"87507 - SANTA FE","626","14,781","19,370",76,"104"
"87508 - SANTA FE","253","6,046","8,209",74,"101"
"87510 - ABIQUIU","12","199","264",75,"103"
"87513 - ARROYO HONDO","32","721","1,125",64,"87"
"87516 - CANONES","3","35","35",100,"137"
"87520 - CHAMA","40","788","985",80,"109"
"87521 - CHAMISAL","13","288","325",89,"121"
"87522 - CHIMAYO","55","1,320","1,668",79,"108"
"87528 - DULCE","35","690","941",73,"100"
"87529 - EL PRADO","88","2,102","2,838",74,"101"
"87530 - EL RITO","8","128","128",100,"137"
"87531 - EMBUDO","16","272","504",54,"74"
"87532 - ESPANOLA","278","5,937","8,193",73,"99"
"87535 - GLORIETA","19","302","420",72,"98"
"87537 - HERNANDEZ","66","1,573","2,272",69,"95"
"87539 - LA MADERA","12","219","364",60,"82"
"87540 - LAMY","22","534","628",85,"116"
"87544 - LOS ALAMOS","196","4,227","5,619",75,"103"
"87547 - WHITE ROCK","103","1,958","2,386",82,"112"
"87549 - OJO CALIENTE","25","643","803",80,"109"
"87551 - LOS OJOS","14","244","362",67,"92"
"87552 - PECOS","27","540","696",78,"106"
"87553 - PENASCO","11","196","275",71,"97"
"87556 - QUESTA","28","549","923",60,"81"
"87557 - RANCHOS DE TAOS","71","1,816","2,658",68,"93"
"87560 - RIBERA","28","535","887",60,"82"
"87565 - SAN JOSE","13","215","281",77,"104"
"87566 - OHKAY OWINGEH","68","1,245","1,777",70,"96"
"87567 - SANTA CRUZ","28","773","1,049",74,"101"
"87571 - TAOS","156","3,480","4,513",77,"105"
"87573 - TERERRO","3","77","77",100,"137"
"87575 - TIERRA AMARILLA","14","264","319",83,"113"
"87576 - TRAMPAS","1","14","14",100,"137"
"87579 - VADITO","26","532","816",65,"89"
"87580 - VALDEZ","17","366","529",69,"94"
"87581 - VALLECITOS","6","165","203",81,"111"
"87701 - LAS VEGAS","340","6,261","8,379",75,"102"
"87710 - ANGEL FIRE","20","378","547",69,"94"
"87711 - ANTON CHICO","10","202","306",66,"90"
"87713 - CHACON","13","174","270",64,"88"
"87714 - CIMARRON","21","377","549",69,"94"
"87715 - CLEVELAND","20","357","411",87,"119"
"87718 - EAGLE NEST","15","272","378",72,"98"
"87722 - GUADALUPITA","5","67","99",68,"92"
"87723 - HOLMAN","6","111","141",79,"107"
"87724 - LA LOMA","3","49","123",40,"54"
"87728 - MAXWELL","10","185","308",60,"82"
"87729 - MIAMI","6","125","125",100,"137"
"87731 - MONTEZUMA","11","223","359",62,"85"
"87732 - MORA","26","438","630",70,"95"
"87733 - MOSQUERO","5","81","102",79,"108"
"87734 - OCATE","4","66","86",77,"105"
"87735 - OJO FELIZ","2","41","61",67,"92"
"87740 - RATON","145","2,154","3,088",70,"95"
"87742 - ROCIADA","9","173","242",72,"98"
"87743 - ROY","9","131","175",75,"102"
"87745 - SAPELLO","9","194","271",72,"98"
"87746 - SOLANO","2","38","72",53,"72"
"87747 - SPRINGER","22","459","562",82,"112"
"87752 - WAGON MOUND","7","101","133",76,"104"
"87801 - SOCORRO","149","2,998","4,195",72,"98"
"87820 - ARAGON","6","95","112",85,"116"
"87821 - DATIL","7","155","196",79,"108"
"87823 - LEMITAR","10","223","347",64,"88"
"87825 - MAGDALENA","36","799","1,019",78,"107"
"87827 - PIE TOWN","7","175","239",73,"100"
"87828 - POLVADERA","5","109","160",68,"93"
"87829 - QUEMADO","16","371","415",89,"122"
"87830 - RESERVE","17","295","390",76,"103"
"87831 - SAN ACACIA","5","76","76",100,"137"
"87832 - SAN ANTONIO","9","238","238",100,"137"
"87901 - TRUTH OR CONSEQUENCES","102","2,373","3,319",72,"98"
"87930 - ARREY","10","244","308",79,"108"
"87931 - CABALLO","11","231","311",74,"101"
"87933 - DERRY","5","91","104",88,"119"
"87935 - ELEPHANT BUTTE","24","515","645",80,"109"
"87939 - MONTICELLO","1","14","39",36,"49"
"87942 - WILLIAMSBURG","17","349","493",71,"97"
"87943 - WINSTON","5","107","121",88,"121"
"88020 - ANIMAS","5","115","316",36,"50"
"88022 - ARENAS VALLEY","24","480","622",77,"105"
"88023 - BAYARD","51","805","1,241",65,"89"
"88025 - BUCKHORN","9","142","209",68,"93"
"88030 - DEMING","354","7,482","9,808",76,"104"
"88034 - FAYWOOD","3","67","86",78,"106"
"88039 - GLENWOOD","15","230","230",100,"137"
"88041 - HANOVER","7","129","201",64,"88"
"88042 - HILLSBORO","5","104","128",81,"111"
"88043 - HURLEY","27","403","543",74,"101"
"88045 - LORDSBURG","47","1,045","1,638",64,"87"
"88049 - MIMBRES","20","389","521",75,"102"
"88053 - PINOS ALTOS","4","61","113",54,"74"
"88055 - REDROCK","1","26","38",68,"93"
"88061 - SILVER CITY","307","5,706","7,694",74,"101"
"88081 - CHAPARRAL","217","4,255","6,315",67,"92"
"88119 - FORT SUMNER","27","467","689",68,"93"
"88134 - TAIBAN","7","106","113",94,"128"
"88136 - YESO","1","23","50",46,"63"
"88201 - ROSWELL","370","7,008","9,529",74,"100"
"88203 - ROSWELL","457","8,139","10,903",75,"102"
"88210 - ARTESIA","260","5,599","7,383",76,"104"
"88220 - CARLSBAD","518","10,875","14,508",75,"102"
"88230 - DEXTER","81","1,556","1,983",79,"107"
"88231 - EUNICE","57","920","1,261",73,"100"
"88232 - HAGERMAN","31","623","906",69,"94"
"88240 - HOBBS","558","10,426","14,140",74,"101"
"88242 - HOBBS","94","1,931","2,433",79,"108"
"88250 - HOPE","3","51","51",100,"137"
"88252 - JAL","37","613","932",66,"90"
"88253 - LAKE ARTHUR","13","294","356",83,"113"
"88256 - LOVING","29","627","865",73,"99"
"88260 - LOVINGTON","215","4,110","5,468",75,"103"
"88262 - MCDONALD","1","17","17",100,"137"
"88265 - MONUMENT","7","117","132",89,"121"
"88267 - TATUM","30","438","526",83,"114"
"88301 - CARRIZOZO","22","442","592",75,"102"
"88310 - ALAMOGORDO","532","10,272","14,730",70,"95"
"88311 - ALAMOGORDO","14","350","461",76,"104"
"88312 - ALTO","37","913","1,162",79,"107"
"88314 - BENT","7","147","182",81,"110"
"88316 - CAPITAN","33","679","996",68,"93"
"88317 - CLOUDCROFT","28","540","747",72,"99"
"88318 - CORONA","9","137","184",75,"102"
"88321 - ENCINO","5","73","73",100,"137"
"88324 - GLENCOE","3","51","72",71,"97"
"88330 - HOLLOMAN AIR FORCE BASE","34","728","1,040",70,"96"
"88336 - HONDO","3","57","57",100,"137"
"88337 - LA LUZ","44","847","1,205",70,"96"
"88339 - MAYHILL","15","243","309",79,"107"
"88340 - MESCALERO","26","601","1,299",46,"63"
"88341 - NOGAL","8","153","169",91,"124"
"88344 - PINON","5","101","116",87,"119"
"88345 - RUIDOSO","132","2,649","3,535",75,"102"
"88346 - RUIDOSO DOWNS","41","818","1,098",75,"102"
"88347 - SACRAMENTO","6","116","134",87,"118"
"88348 - SAN PATRICIO","12","226","323",70,"96"
"88351 - TINNIE","3","57","57",100,"137"
"88352 - TULAROSA","67","1,393","1,969",71,"97"
"88354 - WEED","6","92","125",74,"100"
"88415 - CLAYTON","134","785","1,060",74,"101"
"88417 - CUERVO","1","27","27",100,"137"
"88421 - GARITA","3","55","55",100,"137"
"88431 - NEWKIRK","4","84","84",100,"137"
"88435 - SANTA ROSA","59","1,218","1,489",82,"112"
"88439 - TREMENTINA","1","10","10",100,"137"
"70634 - DERIDDER","1,941","7,483","9,948",75,"103"
"70639 - EVANS","58","174","222",78,"107"
"70656 - PITKIN","395","1,143","1,510",76,"103"
"71301 - ALEXANDRIA","1,741","6,656","9,453",70,"96"
"71302 - ALEXANDRIA","979","3,924","6,151",64,"87"
"71303 - ALEXANDRIA","1,729","6,179","8,087",76,"104"
"71322 - BUNKIE","551","1,851","2,591",71,"98"
"71323 - CENTER POINT","87","254","347",73,"100"
"71325 - CHENEYVILLE","95","317","461",69,"94"
"71327 - COTTONPORT","402","1,450","2,045",71,"97"
"71328 - DEVILLE","534","1,988","2,489",80,"109"
"71331 - EFFIE","72","240","320",75,"102"
"71333 - EVERGREEN","70","242","335",72,"99"
"71341 - HESSMER","273","916","1,190",77,"105"
"71346 - LECOMPTE","251","786","1,024",77,"105"
"71350 - MANSURA","343","1,099","1,540",71,"97"
"71351 - MARKSVILLE","907","2,981","4,203",71,"97"
"71353 - MELVILLE","83","516","705",73,"100"
"71355 - MOREAUVILLE","214","708","959",74,"101"
"71356 - MORROW","22","156","234",67,"91"
"71360 - PINEVILLE","2,817","10,121","13,297",76,"104"
"71362 - PLAUCHEVILLE","174","568","739",77,"105"
"71369 - SIMMESPORT","219","722","1,099",66,"90"
"71403 - ANACOCO","353","1,273","1,662",77,"105"
"71404 - ATLANTA","55","230","283",81,"111"
"71405 - BALL","459","1,720","2,354",73,"100"
"71407 - BENTLEY","76","259","306",85,"116"
"71409 - BOYCE","484","1,818","2,455",74,"101"
"71417 - COLFAX","401","1,259","1,752",72,"98"
"71423 - DRY PRONG","396","1,303","1,708",76,"104"
"71424 - ELMER","94","364","496",73,"100"
"71427 - FLATWOODS","18","66","103",64,"87"
"71429 - FLORIEN","82","935","1,232",76,"104"
"71430 - FOREST HILL","185","747","954",78,"107"
"71432 - GEORGETOWN","109","293","349",84,"115"
"71433 - GLENMORA","442","1,440","1,829",79,"107"
"71438 - HINESTON","145","497","616",81,"110"
"71439 - HORNBECK","132","506","678",75,"102"
"71446 - LEESVILLE","2,092","6,365","8,472",75,"103"
"71447 - LENA","99","454","590",77,"105"
"71454 - MONTGOMERY","201","697","910",77,"105"
"71455 - MORA","13","54","54",100,"137"
"71459 - FORT POLK","619","2,247","2,939",77,"104"
"71461 - NEW LLANO","196","679","949",72,"98"
"71463 - OAKDALE","930","2,972","3,991",75,"102"
"71466 - OTIS","29","104","158",66,"90"
"71467 - POLLOCK","567","2,110","2,913",72,"99"
"71472 - SIEPER","25","100","133",75,"103"
"71485 - WOODWORTH","164","594","749",79,"108"
"48705 - BARTON CITY","102","254","309",82,"112"
"48721 - BLACK RIVER","71","162","201",81,"110"
"48728 - CURRAN","44","113","154",73,"100"
"48737 - GLENNIE","165","453","594",76,"104"
"48738 - GREENBUSH","192","518","617",84,"115"
"48740 - HARRISVILLE","365","899","1,126",80,"109"
"48742 - LINCOLN","250","593","729",81,"111"
"48745 - MIKADO","214","526","653",81,"110"
"48750 - OSCODA","192","2,881","3,709",78,"106"
"48761 - SOUTH BRANCH","57","379","470",81,"110"
"48762 - SPRUCE","164","388","464",84,"114"
"49707 - ALPENA","3,139","7,599","9,792",78,"106"
"49744 - HERRON","118","275","348",79,"108"
"49746 - HILLMAN","166","1,206","1,443",84,"114"
"49747 - HUBBARD LAKE","294","710","900",79,"108"
"49753 - LACHINE","284","657","847",78,"106"
"49766 - OSSINEKE","351","816","1,037",79,"107"
"49776 - POSEN","105","638","794",80,"110"
"73844 - GATE","11","68","68",100,"137"
"73848 - LAVERNE","62","760","875",87,"119"
"73901 - ADAMS","34","136","182",75,"102"
"73931 - BALKO","49","233","262",89,"121"
"73932 - BEAVER","92","489","612",80,"109"
"73933 - BOISE CITY","86","379","457",83,"113"
"73937 - FELT","21","84","125",67,"92"
"73938 - FORGAN","88","515","684",75,"103"
"73939 - GOODWELL","93","491","717",69,"93"
"73942 - GUYMON","521","3,059","4,167",73,"100"
"73944 - HARDESTY","50","272","396",69,"94"
"73945 - HOOKER","97","477","603",79,"108"
"73946 - KENTON","11","51","77",66,"90"
"73947 - KEYES","41","160","199",80,"110"
"73949 - TEXHOMA","78","368","538",68,"93"
"73950 - TURPIN","35","147","230",64,"87"
"73951 - TYRONE","82","375","486",77,"105"
"79001 - ADRIAN","21","107","172",62,"85"
"79005 - BOOKER","53","411","617",67,"91"
"79007 - BORGER","725","4,186","5,516",76,"104"
"79009 - BOVINA","57","310","406",76,"104"
"79011 - BRISCOE","12","64","80",80,"109"
"79012 - BUSHLAND","16","86","103",84,"114"
"79013 - CACTUS","89","688","995",69,"94"
"79014 - CANADIAN","181","1,023","1,324",77,"105"
"79015 - CANYON","880","7,403","9,524",78,"106"
"79018 - CHANNING","41","226","299",76,"103"
"79019 - CLAUDE","103","396","499",79,"108"
"79022 - DALHART","440","2,662","3,507",76,"104"
"79024 - DARROUZETT","18","147","195",75,"103"
"79027 - DIMMITT","189","1,143","1,582",72,"99"
"79029 - DUMAS","681","4,088","5,378",76,"104"
"79034 - FOLLETT","29","200","247",81,"111"
"79035 - FRIONA","221","1,185","1,673",71,"97"
"79036 - FRITCH","265","1,687","2,186",77,"105"
"79039 - GROOM","53","284","326",87,"119"
"79040 - GRUVER","94","513","653",79,"107"
"79042 - HAPPY","52","258","342",75,"103"
"79043 - HART","60","367","483",76,"104"
"79044 - HARTLEY","42","262","390",67,"92"
"79045 - HEREFORD","857","4,677","6,394",73,"100"
"79046 - HIGGINS","26","176","224",79,"107"
"79052 - KRESS","60","249","373",67,"91"
"79056 - LIPSCOMB","4","28","34",82,"112"
"79057 - MCLEAN","58","323","443",73,"100"
"79059 - MIAMI","48","270","330",82,"112"
"79061 - MOBEETIE","22","139","196",71,"97"
"79062 - MORSE","11","76","89",85,"117"
"79063 - NAZARETH","59","297","378",79,"107"
"79065 - PAMPA","1,095","5,692","7,520",76,"103"
"79068 - PANHANDLE","131","828","1,096",76,"103"
"79070 - PERRYTON","456","2,739","3,529",78,"106"
"79079 - SHAMROCK","148","789","1,018",78,"106"
"79080 - SKELLYTOWN","45","216","285",76,"103"
"79081 - SPEARMAN","151","1,007","1,367",74,"101"
"79083 - STINNETT","140","798","1,062",75,"103"
"79084 - STRATFORD","119","842","1,089",77,"106"
"79085 - SUMMERFIELD","5","18","24",75,"102"
"79086 - SUNRAY","104","551","694",79,"108"
"79087 - TEXLINE","38","192","266",72,"99"
"79088 - TULIA","274","1,477","2,021",73,"100"
"79092 - VEGA","51","220","299",74,"100"
"79093 - WAKA","6","30","30",100,"137"
"79094 - WAYSIDE","12","62","85",73,"100"
"79095 - WELLINGTON","152","797","1,025",78,"106"
"79096 - WHEELER","95","644","789",82,"111"
"79097 - WHITE DEER","57","360","460",78,"107"
"79098 - WILDORADO","28","115","170",68,"92"
"79101 - AMARILLO","160","982","1,217",81,"110"
"79102 - AMARILLO","450","2,751","3,701",74,"101"
"79103 - AMARILLO","474","2,993","4,127",73,"99"
"79104 - AMARILLO","290","1,739","2,645",66,"90"
"79106 - AMARILLO","1,324","8,045","10,904",74,"101"
"79107 - AMARILLO","1,311","8,172","11,825",69,"94"
"79108 - AMARILLO","748","4,866","6,437",76,"103"
"79109 - AMARILLO","2,181","15,603","20,086",78,"106"
"79110 - AMARILLO","911","6,692","8,636",78,"106"
"79111 - AMARILLO","55","355","531",67,"91"
"79118 - AMARILLO","741","6,252","8,362",75,"102"
"79119 - AMARILLO","480","4,037","5,057",80,"109"
"79121 - AMARILLO","368","2,499","2,985",84,"114"
"79124 - AMARILLO","393","2,309","2,826",82,"112"
"79201 - CHILDRESS","295","1,735","2,347",74,"101"
"79223 - CEE VEE","2","8","8",100,"137"
"79226 - CLARENDON","157","918","1,325",69,"95"
"79230 - DODSON","12","62","82",76,"103"
"79237 - HEDLEY","36","175","214",82,"112"
"79239 - LAKEVIEW","8","50","80",63,"85"
"79240 - LELIA LAKE","5","24","43",56,"76"
"79245 - MEMPHIS","111","703","925",76,"104"
"79248 - PADUCAH","135","504","692",73,"99"
"79251 - QUAIL","2","11","16",69,"94"
"79255 - QUITAQUE","24","163","220",74,"101"
"79257 - SILVERTON","39","270","372",73,"99"
"79259 - TELL","7","38","38",100,"137"
"79261 - TURKEY","31","177","233",76,"104"
"79325 - FARWELL","146","762","1,044",73,"100"
"79347 - MULESHOE","388","1,850","2,440",76,"104"
"88101 - CLOVIS","1,974","12,760","17,250",74,"101"
"88112 - BROADVIEW","12","65","75",87,"118"
"88113 - CAUSEY","3","12","12",100,"137"
"88116 - ELIDA","17","83","170",49,"67"
"88118 - FLOYD","15","99","134",74,"101"
"88120 - GRADY","13","71","82",87,"118"
"88121 - HOUSE","10","46","66",70,"95"
"88124 - MELROSE","78","375","459",82,"112"
"88125 - MILNESAND","0","0","3",0,"0"
"88126 - PEP","3","12","12",100,"137"
"88130 - PORTALES","865","4,887","6,471",76,"103"
"88132 - ROGERS","13","53","66",80,"110"
"88133 - SAINT VRAIN","1","5","5",100,"137"
"88135 - TEXICO","66","396","554",72,"98"
"88401 - TUCUMCARI","366","2,006","2,842",71,"96"
"88410 - AMISTAD","2","14","37",38,"52"
"88411 - BARD","7","39","39",100,"137"
"88414 - CAPULIN","4","32","44",73,"99"
"88418 - DES MOINES","15","100","183",55,"75"
"88419 - FOLSOM","8","57","79",72,"99"
"88422 - GLADSTONE","1","8","8",100,"137"
"88424 - GRENVILLE","8","56","80",70,"96"
"88426 - LOGAN","60","383","482",80,"108"
"88427 - MCALISTER","10","38","47",81,"110"
"88430 - NARA VISA","14","82","106",77,"106"
"88434 - SAN JON","18","87","132",66,"90"
"88436 - SEDAN","16","106","148",72,"98"
"99501 - ANCHORAGE","1,055","6,116","8,302",74,"101"
"99502 - ANCHORAGE","1,139","6,576","8,891",74,"101"
"99503 - ANCHORAGE","832","4,818","6,562",73,"100"
"99504 - ANCHORAGE","1,973","11,641","15,536",75,"102"
"99505 - JBER","137","1,244","1,787",70,"95"
"99506 - JBER","252","2,131","2,848",75,"102"
"99507 - ANCHORAGE","1,662","10,672","14,221",75,"102"
"99508 - ANCHORAGE","1,815","10,034","13,933",72,"98"
"99515 - ANCHORAGE","926","6,192","8,244",75,"103"
"99516 - ANCHORAGE","876","5,368","6,922",78,"106"
"99517 - ANCHORAGE","974","5,155","6,919",75,"102"
"99518 - ANCHORAGE","527","2,917","4,003",73,"99"
"99540 - INDIAN","84","344","444",78,"106"
"99556 - ANCHOR POINT","159","919","1,177",78,"107"
"99567 - CHUGIAK","409","2,610","3,447",76,"103"
"99568 - CLAM GULCH","8","51","82",62,"85"
"99572 - COOPER LANDING","10","82","117",70,"96"
"99577 - EAGLE RIVER","1,101","6,795","8,997",76,"103"
"99587 - GIRDWOOD","105","503","629",80,"109"
"99603 - HOMER","522","3,169","4,354",73,"99"
"99605 - HOPE","23","129","165",78,"107"
"99610 - KASILOF","130","807","996",81,"111"
"99611 - KENAI","778","4,979","6,330",79,"107"
"99623 - WASILLA","1,002","7,019","9,225",76,"104"
"99631 - MOOSE PASS","25","135","158",85,"117"
"99639 - NINILCHIK","68","463","605",77,"104"
"99645 - PALMER","1,046","7,621","10,110",75,"103"
"99654 - WASILLA","1,367","9,966","13,204",76,"103"
"99664 - SEWARD","215","1,709","2,262",76,"103"
"99669 - SOLDOTNA","627","4,218","5,651",75,"102"
"99672 - STERLING","135","1,151","1,487",77,"106"
"99674 - SUTTON","88","590","753",78,"107"
"99676 - TALKEETNA","117","696","978",71,"97"
"99682 - TYONEK","39","148","194",76,"104"
"99688 - WILLOW","171","1,006","1,285",78,"107"
"28902 - BRASSTOWN","12","460","687",67,"91"
"28904 - HAYESVILLE","57","3,310","4,157",80,"109"
"28909 - WARNE","4","293","293",100,"137"
"30002 - AVONDALE ESTATES","23","1,508","2,451",62,"84"
"30004 - ALPHARETTA","214","15,626","21,584",72,"99"
"30005 - ALPHARETTA","154","10,719","13,504",79,"108"
"30008 - MARIETTA","149","9,445","13,577",70,"95"
"30009 - ALPHARETTA","82","5,952","7,385",81,"110"
"30011 - AUBURN","78","5,031","6,226",81,"110"
"30012 - CONYERS","141","7,408","10,645",70,"95"
"30013 - CONYERS","107","6,145","9,703",63,"86"
"30014 - COVINGTON","163","10,218","15,086",68,"92"
"30016 - COVINGTON","174","12,350","18,489",67,"91"
"30017 - GRAYSON","70","4,876","7,052",69,"94"
"30019 - DACULA","143","10,112","13,621",74,"101"
